x;y;id;location_code;location;gene;gene_ensembl_id;cell_line
 17.398132;   11.680417;5848_42_C3_1;23;Mitochondria;EXD2;ENSG00000081177;A-431
 15.820244;9.447727;5848_42_C3_2;23;Mitochondria;EXD2;ENSG00000081177;A-431
 18.250826;11.890236;5848_43_C3_1;23;Mitochondria;EXD2;ENSG00000081177;U-251 MG
 15.617544;  11.580429;5848_43_C3_2;23;Mitochondria;EXD2;ENSG00000081177;U-251 MG
 15.742585;  11.427477;10588_47_B9_1;23;Mitochondria;GLT8D1;ENSG00000016864;U-2 OS
 14.636636;  11.279378;10588_47_B9_2;23;Mitochondria;GLT8D1;ENSG00000016864;U-2 OS
 14.971261;  11.056928;10588_48_B9_1;23;Mitochondria;GLT8D1;ENSG00000016864;A-431
 16.807133; 10.527535;10588_48_B9_2;23;Mitochondria;GLT8D1;ENSG00000016864;A-431
 17.867985; 10.324319;10588_49_B9_1;23;Mitochondria;GLT8D1;ENSG00000016864;U-251 MG
 18.115295; 10.199744;10588_49_B9_2;23;Mitochondria;GLT8D1;ENSG00000016864;U-251 MG
 17.4998;  9.224458;64605_1156_E12_1;23;Mitochondria;NDUFS1;ENSG00000023228;U-2 OS
 15.459866;  10.979376;64605_1156_E12_2;23;Mitochondria;NDUFS1;ENSG00000023228;U-2 OS
 17.398016; 11.8073435;4428_57_E12_1;23;Mitochondria;ACAT1;ENSG00000075239;A-431
 17.663279;8.669649;4428_57_E12_2;23;Mitochondria;ACAT1;ENSG00000075239;A-431
 17.604979;   8.745778;4428_58_E12_1;23;Mitochondria;ACAT1;ENSG00000075239;U-251 MG
 15.870155;   8.513675;4428_58_E12_2;23;Mitochondria;ACAT1;ENSG00000075239;U-251 MG
 16.067009;   8.620659;7569_71_E5_1;23;Mitochondria;ACAT1;ENSG00000075239;U-251 MG
 14.945843;   8.933797;7569_71_E5_2;23;Mitochondria;ACAT1;ENSG00000075239;U-251 MG
 14.406606;   9.523017;7569_72_E5_1;23;Mitochondria;ACAT1;ENSG00000075239;A-431
 18.255587;8.590614;7569_72_E5_2;23;Mitochondria;ACAT1;ENSG00000075239;A-431
 15.996391;   7.9326386 ;7569_73_E5_1;23;Mitochondria;ACAT1;ENSG00000075239;U-2 OS
 14.176349;   10.521041;7569_73_E5_2;23;Mitochondria;ACAT1;ENSG00000075239;U-2 OS
 15.326107;   9.236898;8247_74_D12_1;23;Mitochondria;ME2;ENSG00000082212;U-251 MG
 16.08336;   8.203475;8247_74_D12_2;23;Mitochondria;ME2;ENSG00000082212;U-251 MG
  17.737911;   9.618973;8247_75_D12_1;23;Mitochondria;ME2;ENSG00000082212;A-431
 15.3684845; 10.746444;8247_75_D12_2;23;Mitochondria;ME2;ENSG00000082212;A-431
  17.571707; 11.574339;8247_76_D12_1;23;Mitochondria;ME2;ENSG00000082212;U-2 OS
 17.991442; 10.416165;8247_76_D12_2;23;Mitochondria;ME2;ENSG00000082212;U-2 OS
 15.055074; 11.020618;6021_79_E6_1;23;Mitochondria;MTIF2;ENSG00000085760;U-251 MG
 17.656572;  8.100821;6021_79_E6_2;23;Mitochondria;MTIF2;ENSG00000085760;U-251 MG
 16.8128;  9.392403;6021_80_E6_1;23;Mitochondria;MTIF2;ENSG00000085760;A-431
 15.690683;9.773677;6021_80_E6_2;23;Mitochondria;MTIF2;ENSG00000085760;A-431
 15.426652;   9.138177;8310_82_A1_1;23;Mitochondria;MCCC1;ENSG00000078070;U-251 MG
 17.386831;   11.620395;8310_82_A1_2;23;Mitochondria;MCCC1;ENSG00000078070;U-251 MG
 16.958183;   9.967977;12047_94_E8_1;23;Mitochondria;OXCT1;ENSG00000083720;U-251 MG
 18.178299;   11.034709;12047_94_E8_2;23;Mitochondria;OXCT1;ENSG00000083720;U-251 MG
 18.543406;  10.843066;12047_95_E8_1;23;Mitochondria;OXCT1;ENSG00000083720;A-431
 15.889082; 12.911414;12047_95_E8_2;23;Mitochondria;OXCT1;ENSG00000083720;A-431
 15.043221; 11.095596;12047_96_E8_1;23;Mitochondria;OXCT1;ENSG00000083720;U-2 OS
 17.623457;  9.590752;12047_96_E8_2;23;Mitochondria;OXCT1;ENSG00000083720;U-2 OS
 18.165443;  9.298775;12604_99_D8_1;23;Mitochondria;ALDH18A1;ENSG00000059573;U-2 OS
 16.965109;  8.798844;12604_99_D8_2;23;Mitochondria;ALDH18A1;ENSG00000059573;U-2 OS
 18.3479;  9.320156;8310_100_A1_1;23;Mitochondria;MCCC1;ENSG00000078070;A-431
 16.86519; 10.079765;8310_100_A1_2;23;Mitochondria;MCCC1;ENSG00000078070;A-431
  15.654377; 10.159706;8310_101_A1_1;23;Mitochondria;MCCC1;ENSG00000078070;U-2 OS
  15.636106; 11.923877;8310_101_A1_2;23;Mitochondria;MCCC1;ENSG00000078070;U-2 OS
 17.998169; 11.79956;8770_101_H2_1;23;Mitochondria;TMEM176A;ENSG00000002933;U-2 OS
 18.048264;  11.276373;8770_101_H2_2;23;Mitochondria;TMEM176A;ENSG00000002933;U-2 OS
 18.10421;  11.205506;15736_129_C3_1;23;Mitochondria;CPOX;ENSG00000080819;U-2 OS
 18.484367; 11.706966;15736_129_C3_2;23;Mitochondria;CPOX;ENSG00000080819;U-2 OS
 13.989533; 11.39123;15536_134_B9_1;23;Mitochondria;HADHA;ENSG00000084754;A-431
 16.859228;  10.062233;15536_134_B9_2;23;Mitochondria;HADHA;ENSG00000084754;A-431
 16.563229;  9.621381;15536_135_B9_1;23;Mitochondria;HADHA;ENSG00000084754;U-2 OS
 16.733555;  11.612557;15536_135_B9_2;23;Mitochondria;HADHA;ENSG00000084754;U-2 OS
 15.152842; 10.010276;12604_136_D8_1;23;Mitochondria;ALDH18A1;ENSG00000059573;A-431
 16.325157; 10.158772;12604_136_D8_2;23;Mitochondria;ALDH18A1;ENSG00000059573;A-431
 18.053972; 11.018134;21771_146_H8_1;23;Mitochondria;CHRDL2;ENSG00000054938;U-251 MG
 17.206268;  7.9405785;21771_146_H8_2;23;Mitochondria;CHRDL2;ENSG00000054938;U-251 MG
 17.265368;  8.867508;21771_147_H8_1;23;Mitochondria;CHRDL2;ENSG00000054938;A-431
 18.15556;  8.804425;21771_147_H8_2;23;Mitochondria;CHRDL2;ENSG00000054938;A-431
  15.178764;  11.968822;21771_148_H8_1;23;Mitochondria;CHRDL2;ENSG00000054938;U-2 OS
 16.572485; 12.850819;21771_148_H8_2;23;Mitochondria;CHRDL2;ENSG00000054938;U-2 OS
 17.0396; 12.01641;18997_152_H1_1;23;Mitochondria;SLC25A13;ENSG00000004864;U-251 MG
 15.46816; 9.835115;18997_152_H1_2;23;Mitochondria;SLC25A13;ENSG00000004864;U-251 MG
  17.155312; 11.066663;18981_152_H4_1;23;Mitochondria;ZNF200;ENSG00000010539;U-251 MG
  16.871744; 12.463587;18981_152_H4_2;23;Mitochondria;ZNF200;ENSG00000010539;U-251 MG
 18.268847;  9.383932;19514_152_H10_1;23;Mitochondria;OGDH;ENSG00000105953;U-251 MG
 17.623386; 10.938929;19514_152_H10_2;23;Mitochondria;OGDH;ENSG00000105953;U-251 MG
 16.153708; 12.71326;18997_154_H1_1;23;Mitochondria;SLC25A13;ENSG00000004864;U-2 OS
 15.864853;  11.091845;18997_154_H1_2;23;Mitochondria;SLC25A13;ENSG00000004864;U-2 OS
 16.315355;  9.05893;18981_154_H4_1;23;Mitochondria;ZNF200;ENSG00000010539;U-2 OS
 16.73051;  9.694498;18981_154_H4_2;23;Mitochondria;ZNF200;ENSG00000010539;U-2 OS
  17.837791;  9.281438;19514_154_H10_1;23;Mitochondria;OGDH;ENSG00000105953;U-2 OS
 17.254654;9.442264;19514_154_H10_2;23;Mitochondria;OGDH;ENSG00000105953;U-2 OS
 18.96106;   9.58351;18923_155_E9_1;23;Mitochondria;ETFB;ENSG00000105379;U-251 MG
  18.48935;   8.963574;18923_155_E9_2;23;Mitochondria;ETFB;ENSG00000105379;U-251 MG
  14.875375;  10.350516;18923_157_E9_1;23;Mitochondria;ETFB;ENSG00000105379;U-2 OS
  14.819943;  11.397156;18923_157_E9_2;23;Mitochondria;ETFB;ENSG00000105379;U-2 OS
 18.73587;   9.478382;18418_157_G3_1;23;Mitochondria;IFT27;ENSG00000100360;U-2 OS
 18.214533;8.640691;18418_157_G3_2;23;Mitochondria;IFT27;ENSG00000100360;U-2 OS
 14.556614;10.888986;1527_171_F12_1;23;Mitochondria;TF;ENSG00000091513;U-2 OS
 14.622518;  11.410102;1527_171_F12_2;23;Mitochondria;TF;ENSG00000091513;U-2 OS
 16.531301;   8.657513;20347_183_B11_1;23;Mitochondria;OGDH;ENSG00000105953;U-251 MG
 19.136774;   10.485329;20347_183_B11_2;23;Mitochondria;OGDH;ENSG00000105953;U-251 MG
 17.602348;   9.847373;20347_185_B11_1;23;Mitochondria;OGDH;ENSG00000105953;U-2 OS
 17.21666; 10.67772;20347_185_B11_2;23;Mitochondria;OGDH;ENSG00000105953;U-2 OS
  15.617905;  11.191478;23010_192_B4_3;23;Mitochondria;TTC19;ENSG00000011295;U-251 MG
  13.947731;  10.195434;23010_192_B4_4;23;Mitochondria;TTC19;ENSG00000011295;U-251 MG
 15.316303; 12.578744;23152_193_A7_1;23;Mitochondria;MTFR1;ENSG00000066855;A-431
 14.512359;  9.074916;23152_193_A7_2;23;Mitochondria;MTFR1;ENSG00000066855;A-431
 17.01512;  11.527612;23010_193_B4_1;23;Mitochondria;TTC19;ENSG00000011295;A-431
 19.5563; 10.630982;23010_193_B4_2;23;Mitochondria;TTC19;ENSG00000011295;A-431
 15.222437; 10.537833;23010_194_B4_1;23;Mitochondria;TTC19;ENSG00000011295;U-2 OS
 19.483624; 10.954026;23010_194_B4_2;23;Mitochondria;TTC19;ENSG00000011295;U-2 OS
 17.215258;  7.178246;18997_198_H1_3;23;Mitochondria;SLC25A13;ENSG00000004864;A-431
 16.102869;  9.449024;18997_198_H1_4;23;Mitochondria;SLC25A13;ENSG00000004864;A-431
 14.503295;  8.625005;18981_198_H4_1;23;Mitochondria;ZNF200;ENSG00000010539;A-431
 15.118377; 10.948086;18981_198_H4_2;23;Mitochondria;ZNF200;ENSG00000010539;A-431
 17.49431;  7.177836;19514_198_H10_1;23;Mitochondria;OGDH;ENSG00000105953;A-431
  14.812224;  9.27821;19514_198_H10_2;23;Mitochondria;OGDH;ENSG00000105953;A-431
  19.555557;  10.943299;18923_199_E9_1;23;Mitochondria;ETFB;ENSG00000105379;A-431
 14.264153;  11.74425;18923_199_E9_2;23;Mitochondria;ETFB;ENSG00000105379;A-431
 14.294316; 9.866235;24042_215_B12_1;23;Mitochondria;ABHD11;ENSG00000106077;U-251 MG
 17.586983; 10.065301;24042_215_B12_2;23;Mitochondria;ABHD11;ENSG00000106077;U-251 MG
 14.426809;  8.497054;20016_221_C5_1;23;Mitochondria;JADE1;ENSG00000077684;U-251 MG
 16.743576;  13.001374;20016_221_C5_2;23;Mitochondria;JADE1;ENSG00000077684;U-251 MG
 17.511318; 11.8861065;20728_221_G9_1;23;Mitochondria;AASS;ENSG00000008311;U-251 MG
 17.49051;  11.728733;20728_221_G9_2;23;Mitochondria;AASS;ENSG00000008311;U-251 MG
  14.912768; 11.990219;20016_222_C5_1;23;Mitochondria;JADE1;ENSG00000077684;A-431
 14.747305; 10.324605;20016_222_C5_2;23;Mitochondria;JADE1;ENSG00000077684;A-431
 15.595728; 12.0417385;24451_224_G2_1;23;Mitochondria;C1orf112;ENSG00000000460;U-251 MG
 14.472115; 9.687264;24451_224_G2_2;23;Mitochondria;C1orf112;ENSG00000000460;U-251 MG
 17.514805;  7.406643;20347_242_B11_1;23;Mitochondria;OGDH;ENSG00000105953;A-431
 15.84008;  9.575995;20347_242_B11_2;23;Mitochondria;OGDH;ENSG00000105953;A-431
  15.653936;  8.617244;19036_247_G4_1;23;Mitochondria;XK;ENSG00000047597;U-2 OS
 16.092913;9.808067;19036_247_G4_2;23;Mitochondria;XK;ENSG00000047597;U-2 OS
 14.076103;11.373622;20016_248_C5_1;23;Mitochondria;JADE1;ENSG00000077684;U-2 OS
 16.375513; 9.6944;20016_248_C5_2;23;Mitochondria;JADE1;ENSG00000077684;U-2 OS
 16.626446; 12.7392845;28519_249_D9_1;23;Mitochondria;SLC25A24;ENSG00000085491;U-251 MG
 15.4448595 ; 11.037899;28519_249_D9_2;23;Mitochondria;SLC25A24;ENSG00000085491;U-251 MG
 17.190157;  11.806251;28519_251_D9_3;23;Mitochondria;SLC25A24;ENSG00000085491;U-2 OS
 15.67836;8.499761;28519_251_D9_4;23;Mitochondria;SLC25A24;ENSG00000085491;U-2 OS
  15.49431;   9.545934;24594_251_G3_1;23;Mitochondria;IARS2;ENSG00000067704;U-2 OS
  17.621778;   11.59548;24594_251_G3_2;23;Mitochondria;IARS2;ENSG00000067704;U-2 OS
  15.23073;   11.208173;28185_255_G6_1;23;Mitochondria;BAD;ENSG00000002330;U-251 MG
  14.81367;   11.5843315;28185_255_G6_2;23;Mitochondria;BAD;ENSG00000002330;U-251 MG
  15.753741;  9.2702055;28185_256_G6_1;23;Mitochondria;BAD;ENSG00000002330;A-431
 15.711403;9.115732;28185_256_G6_2;23;Mitochondria;BAD;ENSG00000002330;A-431
 16.463068;   9.105889;25770_258_D4_1;23;Mitochondria;FH;ENSG00000091483;U-251 MG
 16.405848;   9.400478;25770_258_D4_2;23;Mitochondria;FH;ENSG00000091483;U-251 MG
 15.825898;   11.014529;25770_259_D4_1;23;Mitochondria;FH;ENSG00000091483;A-431
 14.676974;   9.929637;25770_259_D4_2;23;Mitochondria;FH;ENSG00000091483;A-431
 15.609203;   10.445588;25770_260_D4_2;23;Mitochondria;FH;ENSG00000091483;U-2 OS
 18.98916; 10.333768;25770_260_D4_1;23;Mitochondria;FH;ENSG00000091483;U-2 OS
  17.70326;  9.607232;24451_261_G2_1;23;Mitochondria;C1orf112;ENSG00000000460;A-431
  17.563997;  9.229748;30278_270_G6_1;23;Mitochondria;NRP1;ENSG00000099250;U-251 MG
  15.722248;  9.970332;30278_270_G6_2;23;Mitochondria;NRP1;ENSG00000099250;U-251 MG
 16.403666;  9.929608;30278_271_G6_1;23;Mitochondria;NRP1;ENSG00000099250;A-431
 16.516832;  9.420969;30278_271_G6_2;23;Mitochondria;NRP1;ENSG00000099250;A-431
 16.252823;9.189902;30278_272_G6_1;23;Mitochondria;NRP1;ENSG00000099250;U-2 OS
 16.570236;   9.023913;30278_272_G6_2;23;Mitochondria;NRP1;ENSG00000099250;U-2 OS
 16.800188;   8.414124;27552_284_E12_1;23;Mitochondria;SPTLC2;ENSG00000100596;U-251 MG
 14.989905;   9.280742;27552_284_E12_2;23;Mitochondria;SPTLC2;ENSG00000100596;U-251 MG
 14.08868;   11.201044;28360_284_F11_1;23;Mitochondria;ETHE1;ENSG00000105755;U-251 MG
  15.373967;  10.148476;28360_284_F11_2;23;Mitochondria;ETHE1;ENSG00000105755;U-251 MG
 14.97199; 10.587226;27552_285_E12_1;23;Mitochondria;SPTLC2;ENSG00000100596;A-431
  16.027084;  9.800289;27552_285_E12_2;23;Mitochondria;SPTLC2;ENSG00000100596;A-431
  14.845194;  12.028147;28360_285_F11_1;23;Mitochondria;ETHE1;ENSG00000105755;A-431
 16.142225;  9.012903;28360_285_F11_2;23;Mitochondria;ETHE1;ENSG00000105755;A-431
 16.408688;  9.04532;27552_286_E12_1;23;Mitochondria;SPTLC2;ENSG00000100596;U-2 OS
 16.374775;  10.220406;27552_286_E12_2;23;Mitochondria;SPTLC2;ENSG00000100596;U-2 OS
 14.318939;9.930277;28360_286_F11_1;23;Mitochondria;ETHE1;ENSG00000105755;U-2 OS
 18.322924;10.861506;28360_286_F11_2;23;Mitochondria;ETHE1;ENSG00000105755;U-2 OS
 18.079824;  11.273333;28519_290_D9_1;23;Mitochondria;SLC25A24;ENSG00000085491;A-431
 15.763833;  10.321819;28519_290_D9_2;23;Mitochondria;SLC25A24;ENSG00000085491;A-431
 15.909557;   9.269773;26864_298_D6_1;23;Mitochondria;VDAC3;ENSG00000078668;U-251 MG
 16.441683;   11.076927;26864_298_D6_2;23;Mitochondria;VDAC3;ENSG00000078668;U-251 MG
 14.732755; 12.434999;26864_299_D6_1;23;Mitochondria;VDAC3;ENSG00000078668;A-431
 15.40731;  8.540494;26864_299_D6_2;23;Mitochondria;VDAC3;ENSG00000078668;A-431
  14.814249;  12.469248;26864_300_D6_4;23;Mitochondria;VDAC3;ENSG00000078668;U-2 OS
  16.314354; 12.394561;26864_300_D6_6;23;Mitochondria;VDAC3;ENSG00000078668;U-2 OS
 15.221658; 11.1279955;24596_301_D9_1;23;Mitochondria;IARS2;ENSG00000067704;U-251 MG
 14.62182;  11.525002;24596_301_D9_2;23;Mitochondria;IARS2;ENSG00000067704;U-251 MG
 15.309654; 11.928147;24596_303_D9_1;23;Mitochondria;IARS2;ENSG00000067704;U-2 OS
 18.373692;  8.813233;24596_303_D9_2;23;Mitochondria;IARS2;ENSG00000067704;U-2 OS
 18.328457;  9.120058;30594_320_G7_1;23;Mitochondria;MRPL28;ENSG00000086504;U-2 OS
 15.005372;  11.53396;30594_320_G7_2;23;Mitochondria;MRPL28;ENSG00000086504;U-2 OS
 14.969422;  11.839627;31670_329_C7_1;23;Mitochondria;MIPEP;ENSG00000027001;U-251 MG
 14.487376;  9.671225;31670_329_C7_4;23;Mitochondria;MIPEP;ENSG00000027001;U-251 MG
 18.410814; 11.626216;31246_330_D3_1;23;Mitochondria;TTC27;ENSG00000018699;U-251 MG
 17.93434; 10.991394;31246_330_D3_2;23;Mitochondria;TTC27;ENSG00000018699;U-251 MG
  14.890788;  7.8505917 ;31670_332_C7_2;23;Mitochondria;MIPEP;ENSG00000027001;U-2 OS
  15.844413;  10.763083;31670_332_C7_3;23;Mitochondria;MIPEP;ENSG00000027001;U-2 OS
 15.67462;  9.66902;31246_333_D3_1;23;Mitochondria;TTC27;ENSG00000018699;A-431
  15.883984;  12.840009;31246_333_D3_3;23;Mitochondria;TTC27;ENSG00000018699;A-431
 14.086887; 11.644922;30594_340_G7_2;23;Mitochondria;MRPL28;ENSG00000086504;U-251 MG
 18.359425;  8.67867;30594_340_G7_3;23;Mitochondria;MRPL28;ENSG00000086504;U-251 MG
 18.09952;  8.858909;24596_342_D9_1;23;Mitochondria;IARS2;ENSG00000067704;A-431
  14.386424; 10.460127;24596_342_D9_2;23;Mitochondria;IARS2;ENSG00000067704;A-431
  16.184477; 12.146283;35225_371_E3_2;23;Mitochondria;UPP2;ENSG00000007001;U-2 OS
 19.354141;  9.689391;35225_371_E3_3;23;Mitochondria;UPP2;ENSG00000007001;U-2 OS
 17.481312;8.875875;34537_377_G5_1;23;Mitochondria;SAMM50;ENSG00000100347;U-2 OS
 15.634184;11.426787;34537_377_G5_2;23;Mitochondria;SAMM50;ENSG00000100347;U-2 OS
 14.647554;   9.597087;34537_379_G5_1;23;Mitochondria;SAMM50;ENSG00000100347;A-431
 17.6967;   9.068366;34537_379_G5_2;23;Mitochondria;SAMM50;ENSG00000100347;A-431
 17.214912;   8.874684;34537_390_G5_1;23;Mitochondria;SAMM50;ENSG00000100347;U-251 MG
 14.552124;   10.58131;34537_390_G5_2;23;Mitochondria;SAMM50;ENSG00000100347;U-251 MG
 14.815748;8.16632;35838_392_B5_2;23;Mitochondria;NOA1;ENSG00000084092;U-2 OS
 16.041964;   12.817119;35838_392_B5_3;23;Mitochondria;NOA1;ENSG00000084092;U-2 OS
 14.913208;   12.600217;30104_402_B5_1;23;Mitochondria;FAM136A;ENSG00000035141;U-2 OS
 16.845406;  12.377672;30104_402_B5_2;23;Mitochondria;FAM136A;ENSG00000035141;U-2 OS
 14.38558;  10.22574;30104_405_B5_1;23;Mitochondria;FAM136A;ENSG00000035141;A-431
  18.167147;   10.241447;30104_405_B5_2;23;Mitochondria;FAM136A;ENSG00000035141;A-431
 16.819843;8.825714;30104_409_B5_1;23;Mitochondria;FAM136A;ENSG00000035141;U-251 MG
 13.934443;10.286588;30104_409_B5_2;23;Mitochondria;FAM136A;ENSG00000035141;U-251 MG
 14.285328;   8.684347;39915_412_D11_1;23;Mitochondria;UBE3C;ENSG00000009335;U-2 OS
 15.812416;   12.920797;39915_412_D11_3;23;Mitochondria;UBE3C;ENSG00000009335;U-2 OS
 14.050981;  11.799427;36938_412_F7_2;23;Mitochondria;TRNT1;ENSG00000072756;U-2 OS
 15.319646;  12.214711;36938_412_F7_3;23;Mitochondria;TRNT1;ENSG00000072756;U-2 OS
 16.12962; 12.091966;40674_418_D4_1;23;Mitochondria;PMPCB;ENSG00000105819;U-2 OS
